event_id,customer_id,session_id,event_type,event_timestamp
E0000056,C00031,S000017,checkout,2025-09-24 09:27:00
E0000057,C00031,S000017,purchase,2025-09-24 09:28:00
E0000058,C01633,S000018,page_view,2024-06-24 09:00:00
E0000059,C01633,S000018,product_view,2024-06-24 09:02:00
E0000060,C00798,S000019,page_view,2024-06-18 09:00:00
E0000061,C00798,S000019,product_view,2024-06-18 09:11:00
E0000062,C00798,S000019,add_to_cart,2024-06-18 09:16:00
E0000063,C00798,S000019,checkout,2024-06-18 09:21:00
E0000064,C01608,S000020,page_view,2024-05-13 09:00:00
E0000065,C01608,S000020,product_view,2024-05-13 09:14:00
E0000066,C01028,S000021,page_view,2024-12-23 09:00:00
E0000067,C01028,S000021,product_view,2024-12-23 09:13:00
E0000068,C00765,S000022,page_view,2024-09-03 09:00:00
E0000069,C00765,S000022,product_view,2024-09-03 09:06:00
E0000070,C00765,S000022,add_to_cart,2024-09-03 09:11:00
E0000071,C00765,S000022,checkout,2024-09-03 09:19:00
E0000072,C00765,S000022,purchase,2024-09-03 09:32:00
E0000073,C01686,S000023,page_view,2025-04-02 09:00:00
E0000074,C01686,S000023,product_view,2025-04-02 09:12:00
E0000075,C01686,S000023,add_to_cart,2025-04-02 09:27:00
E0000076,C01686,S000023,checkout,2025-04-02 09:33:00
E0000077,C01686,S000023,purchase,2025-04-02 09:39:00
E0000078,C01761,S000024,page_view,2024-09-15 09:00:00
E0000079,C01761,S000024,product_view,2024-09-15 09:09:00
E0000080,C01761,S000024,add_to_cart,2024-09-15 09:22:00
E0000081,C01761,S000024,checkout,2024-09-15 09:34:00
E0000082,C00350,S000025,page_view,2024-06-23 09:00:00
E0000083,C00350,S000025,product_view,2024-06-23 09:06:00
E0000084,C00350,S000025,add_to_cart,2024-06-23 09:18:00
E0000085,C00350,S000025,checkout,2024-06-23 09:23:00
E0000086,C00350,S000025,purchase,2024-06-23 09:36:00
E0000087,C01352,S000026,page_view,2025-05-18 09:00:00
E0000088,C01352,S000026,product_view,2025-05-18 09:13:00
E0000089,C01352,S000026,add_to_cart,2025-05-18 09:16:00
E0000090,C01352,S000026,checkout,2025-05-18 09:30:00
E0000091,C01352,S000026,purchase,2025-05-18 09:43:00
E0000092,C01153,S000027,page_view,2025-12-03 09:00:00
E0000093,C01153,S000027,product_view,2025-12-03 09:13:00
E0000094,C00332,S000028,page_view,2024-08-02 09:00:00
E0000095,C00332,S000028,product_view,2024-08-02 09:13:00
E0000096,C01789,S000029,page_view,2025-08-21 09:00:00
E0000097,C01789,S000029,product_view,2025-08-21 09:15:00
E0000098,C01680,S000030,page_view,2024-08-17 09:00:00
E0000099,C01680,S000030,product_view,2024-08-17 09:11:00
E0000100,C00002,S000031,page_view,2024-03-01 09:00:00
E0000101,C00002,S000031,product_view,2024-03-01 09:09:00
E0000102,C01464,S000032,page_view,2024-03-25 09:00:00
E0000103,C01464,S000032,product_view,2024-03-25 09:03:00
E0000104,C01464,S000032,add_to_cart,2024-03-25 09:10:00
E0000105,C01464,S000032,checkout,2024-03-25 09:16:00
E0000106,C01423,S000033,page_view,2025-07-10 09:00:00
E0000107,C01423,S000033,product_view,2025-07-10 09:06:00
E0000108,C01423,S000033,add_to_cart,2025-07-10 09:10:00
E0000109,C01423,S000033,checkout,2025-07-10 09:20:00
E0000110,C01423,S000033,purchase,2025-07-10 09:27:00
E0000111,C00583,S000034,page_view,2025-03-03 09:00:00
E0000112,C00583,S000034,product_view,2025-03-03 09:02:00
E0000113,C00583,S000034,add_to_cart,2025-03-03 09:14:00
E0000114,C00122,S000035,page_view,2025-06-07 09:00:00
E0000115,C00122,S000035,product_view,2025-06-07 09:06:00
E0000116,C00122,S000035,add_to_cart,2025-06-07 09:13:00
E0000117,C00835,S000036,page_view,2024-03-19 09:00:00
E0000118,C00835,S000036,product_view,2024-03-19 09:02:00
E0000119,C00835,S000036,add_to_cart,2024-03-19 09:10:00
E0000120,C00835,S000036,checkout,2024-03-19 09:14:00
E0000121,C00784,S000037,page_view,2024-12-23 09:00:00
E0000122,C00784,S000037,product_view,2024-12-23 09:10:00
E0000123,C00784,S000037,add_to_cart,2024-12-23 09:14:00
E0000124,C00784,S000037,checkout,2024-12-23 09:26:00
E0000125,C01955,S000038,page_view,2025-09-19 09:00:00
E0000126,C01955,S000038,product_view,2025-09-19 09:02:00
E0000127,C01955,S000038,add_to_cart,2025-09-19 09:15:00
E0000128,C00503,S000039,page_view,2024-07-26 09:00:00
E0000129,C00503,S000039,product_view,2024-07-26 09:14:00
E0000130,C01034,S000040,page_view,2025-01-17 09:00:00
E0000131,C01034,S000040,product_view,2025-01-17 09:05:00
E0000132,C01034,S000040,add_to_cart,2025-01-17 09:14:00
E0000133,C01034,S000040,checkout,2025-01-17 09:18:00
E0000134,C01034,S000040,purchase,2025-01-17 09:31:00
E0000135,C01387,S000041,page_view,2024-01-17 09:00:00
E0000136,C01387,S000041,product_view,2024-01-17 09:11:00
E0000137,C00966,S000042,page_view,2025-07-20 09:00:00
E0000138,C00966,S000042,product_view,2025-07-20 09:09:00
E0000139,C00966,S000042,add_to_cart,2025-07-20 09:12:00
E0000140,C00493,S000043,page_view,2025-03-01 09:00:00
E0000141,C00493,S000043,product_view,2025-03-01 09:08:00
E0000142,C00493,S000043,add_to_cart,2025-03-01 09:20:00
E0000143,C00493,S000043,checkout,2025-03-01 09:28:00
E0000144,C00493,S000043,purchase,2025-03-01 09:41:00
E0000145,C00701,S000044,page_view,2025-04-12 09:00:00
E0000146,C00701,S000044,product_view,2025-04-12 09:07:00
E0000147,C01265,S000045,page_view,2024-02-29 09:00:00
E0000148,C01265,S000045,product_view,2024-02-29 09:04:00
E0000149,C00678,S000046,page_view,2025-12-13 09:00:00
E0000150,C00678,S000046,product_view,2025-12-13 09:05:00
E0000151,C00678,S000046,add_to_cart,2025-12-13 09:18:00
E0000152,C00104,S000047,page_view,2024-05-23 09:00:00
E0000153,C00104,S000047,product_view,2024-05-23 09:07:00
E0000154,C00421,S000048,page_view,2024-08-28 09:00:00
E0000155,C00421,S000048,product_view,2024-08-28 09:14:00
E0000156,C00421,S000048,add_to_cart,2024-08-28 09:24:00
E0000157,C00511,S000049,page_view,2024-07-12 09:00:00
E0000158,C00511,S000049,product_view,2024-07-12 09:11:00
E0000159,C01391,S000050,page_view,2024-03-12 09:00:00
E0000160,C01391,S000050,product_view,2024-03-12 09:05:00
E0000161,C01530,S000051,page_view,2024-01-30 09:00:00
E0000162,C01530,S000051,product_view,2024-01-30 09:08:00
E0000163,C00886,S000052,page_view,2024-05-21 09:00:00
E0000164,C00886,S000052,product_view,2024-05-21 09:13:00
E0000165,C00886,S000052,add_to_cart,2024-05-21 09:14:00
E0000166,C00886,S000052,checkout,2024-05-21 09:19:00
E0000167,C00886,S000052,purchase,2024-05-21 09:25:00
E0000168,C00609,S000053,page_view,2024-11-09 09:00:00
E0000169,C00609,S000053,product_view,2024-11-09 09:14:00
E0000170,C01910,S000054,page_view,2025-03-06 09:00:00
E0000171,C01910,S000054,product_view,2025-03-06 09:05:00
E0000172,C01910,S000054,add_to_cart,2025-03-06 09:09:00
E0000173,C01910,S000054,checkout,2025-03-06 09:14:00
E0000174,C01910,S000054,purchase,2025-03-06 09:22:00
E0000175,C00929,S000055,page_view,2024-09-12 09:00:00
E0000176,C00929,S000055,product_view,2024-09-12 09:01:00
E0000177,C01161,S000056,page_view,2024-12-01 09:00:00
E0000178,C01161,S000056,product_view,2024-12-01 09:14:00
E0000179,C01366,S000057,page_view,2024-02-04 09:00:00
E0000180,C01366,S000057,product_view,2024-02-04 09:03:00
E0000181,C01366,S000057,add_to_cart,2024-02-04 09:16:00
E0000182,C01366,S000057,checkout,2024-02-04 09:22:00
E0000183,C01366,S000057,purchase,2024-02-04 09:26:00
E0000184,C00767,S000058,page_view,2025-07-13 09:00:00
E0000185,C00767,S000058,product_view,2025-07-13 09:03:00
E0000186,C00767,S000058,add_to_cart,2025-07-13 09:12:00
E0000187,C00767,S000058,checkout,2025-07-13 09:21:00
E0000188,C00767,S000058,purchase,2025-07-13 09:23:00
E0000189,C01208,S000059,page_view,2024-11-03 09:00:00
E0000190,C01208,S000059,product_view,2024-11-03 09:14:00
E0000191,C01208,S000059,add_to_cart,2024-11-03 09:16:00
E0000192,C01193,S000060,page_view,2024-03-09 09:00:00
E0000193,C01193,S000060,product_view,2024-03-09 09:12:00
E0000194,C01713,S000061,page_view,2025-02-07 09:00:00
E0000195,C01713,S000061,product_view,2025-02-07 09:11:00
E0000196,C01713,S000061,add_to_cart,2025-02-07 09:16:00
E0000197,C00488,S000062,page_view,2025-08-21 09:00:00
E0000198,C00488,S000062,product_view,2025-08-21 09:01:00
E0000199,C00488,S000062,add_to_cart,2025-08-21 09:03:00
E0000200,C00320,S000063,page_view,2025-06-22 09:00:00
E0000201,C00320,S000063,product_view,2025-06-22 09:07:00
E0000202,C01012,S000064,page_view,2024-01-10 09:00:00
E0000203,C01012,S000064,product_view,2024-01-10 09:13:00
E0000204,C01012,S000064,add_to_cart,2024-01-10 09:23:00
E0000205,C01012,S000064,checkout,2024-01-10 09:31:00
E0000206,C01012,S000064,purchase,2024-01-10 09:37:00
E0000207,C00617,S000065,page_view,2025-01-19 09:00:00
E0000208,C00617,S000065,product_view,2025-01-19 09:08:00
E0000209,C00617,S000065,add_to_cart,2025-01-19 09:20:00
E0000210,C00617,S000065,checkout,2025-01-19 09:31:00
E0000211,C00617,S000065,purchase,2025-01-19 09:38:00
E0000212,C00704,S000066,page_view,2024-02-15 09:00:00
E0000213,C00704,S000066,product_view,2024-02-15 09:12:00
E0000214,C00704,S000066,add_to_cart,2024-02-15 09:21:00
E0000215,C00704,S000066,checkout,2024-02-15 09:22:00
E0000216,C00704,S000066,purchase,2024-02-15 09:27:00
E0000217,C01457,S000067,page_view,2024-02-03 09:00:00
E0000218,C01457,S000067,product_view,2024-02-03 09:14:00
E0000219,C01743,S000068,page_view,2025-03-09 09:00:00
E0000220,C01743,S000068,product_view,2025-03-09 09:01:00
E0000221,C01743,S000068,add_to_cart,2025-03-09 09:03:00
E0000222,C01743,S000068,checkout,2025-03-09 09:07:00
E0000223,C01743,S000068,purchase,2025-03-09 09:08:00
E0000224,C01643,S000069,page_view,2025-12-02 09:00:00
E0000225,C01643,S000069,product_view,2025-12-02 09:12:00
E0000226,C00986,S000070,page_view,2024-11-27 09:00:00
E0000227,C00986,S000070,product_view,2024-11-27 09:14:00
E0000228,C00367,S000071,page_view,2025-05-29 09:00:00
E0000229,C00367,S000071,product_view,2025-05-29 09:12:00
E0000230,C00258,S000072,page_view,2025-07-29 09:00:00
E0000231,C00258,S000072,product_view,2025-07-29 09:13:00
E0000232,C00258,S000072,add_to_cart,2025-07-29 09:24:00
E0000233,C00258,S000072,checkout,2025-07-29 09:30:00
E0000234,C00258,S000072,purchase,2025-07-29 09:36:00
E0000235,C00802,S000073,page_view,2025-06-17 09:00:00
E0000236,C00802,S000073,product_view,2025-06-17 09:15:00
E0000237,C00802,S000073,add_to_cart,2025-06-17 09:21:00
E0000238,C00666,S000074,page_view,2025-01-08 09:00:00
E0000239,C00666,S000074,product_view,2025-01-08 09:14:00
E0000240,C00863,S000075,page_view,2025-02-28 09:00:00
E0000241,C00863,S000075,product_view,2025-02-28 09:09:00
E0000242,C00089,S000076,page_view,2025-08-02 09:00:00
E0000243,C00089,S000076,product_view,2025-08-02 09:04:00
E0000244,C00514,S000077,page_view,2025-02-21 09:00:00
E0000245,C00514,S000077,product_view,2025-02-21 09:11:00
E0000246,C00514,S000077,add_to_cart,2025-02-21 09:21:00
E0000247,C00847,S000078,page_view,2024-04-29 09:00:00
E0000248,C00847,S000078,product_view,2024-04-29 09:14:00
E0000249,C00685,S000079,page_view,2025-03-01 09:00:00
E0000250,C00685,S000079,product_view,2025-03-01 09:04:00
E0000251,C00685,S000079,add_to_cart,2025-03-01 09:09:00
E0000252,C00305,S000080,page_view,2025-01-17 09:00:00
E0000253,C00305,S000080,product_view,2025-01-17 09:07:00
E0000254,C00305,S000080,add_to_cart,2025-01-17 09:09:00
E0000255,C00305,S000080,checkout,2025-01-17 09:11:00
E0000256,C00305,S000080,purchase,2025-01-17 09:22:00
E0000257,C01732,S000081,page_view,2024-11-15 09:00:00
E0000258,C01732,S000081,product_view,2024-11-15 09:09:00
E0000259,C01732,S000081,add_to_cart,2024-11-15 09:21:00
E0000260,C01732,S000081,checkout,2024-11-15 09:31:00
E0000261,C01732,S000081,purchase,2024-11-15 09:36:00
E0000262,C01040,S000082,page_view,2025-10-04 09:00:00
E0000263,C01040,S000082,product_view,2025-10-04 09:10:00
E0000264,C01171,S000083,page_view,2025-03-11 09:00:00
E0000265,C01171,S000083,product_view,2025-03-11 09:15:00
E0000266,C01285,S000084,page_view,2024-02-22 09:00:00
E0000267,C01285,S000084,product_view,2024-02-22 09:05:00
E0000268,C01285,S000084,add_to_cart,2024-02-22 09:12:00
E0000269,C01285,S000084,checkout,2024-02-22 09:26:00
E0000270,C01285,S000084,purchase,2024-02-22 09:29:00
E0000271,C00161,S000085,page_view,2025-03-08 09:00:00
E0000272,C00161,S000085,product_view,2025-03-08 09:05:00
E0000273,C00161,S000085,add_to_cart,2025-03-08 09:06:00
E0000274,C00161,S000085,checkout,2025-03-08 09:09:00
E0000275,C00161,S000085,purchase,2025-03-08 09:16:00
E0000276,C00227,S000086,page_view,2025-05-14 09:00:00
E0000277,C00227,S000086,product_view,2025-05-14 09:07:00
E0000278,C00227,S000086,add_to_cart,2025-05-14 09:09:00
E0000279,C00227,S000086,checkout,2025-05-14 09:11:00
E0000280,C00227,S000086,purchase,2025-05-14 09:20:00
E0000281,C01398,S000087,page_view,2025-10-29 09:00:00
E0000282,C01398,S000087,product_view,2025-10-29 09:01:00
E0000283,C01398,S000087,add_to_cart,2025-10-29 09:07:00
E0000284,C01398,S000087,checkout,2025-10-29 09:11:00
E0000285,C00308,S000088,page_view,2024-06-26 09:00:00
E0000286,C00308,S000088,product_view,2024-06-26 09:04:00
E0000287,C00964,S000089,page_view,2024-07-30 09:00:00
E0000288,C00964,S000089,product_view,2024-07-30 09:11:00
E0000289,C00964,S000089,add_to_cart,2024-07-30 09:19:00
E0000290,C00964,S000089,checkout,2024-07-30 09:26:00
E0000291,C01246,S000090,page_view,2025-06-17 09:00:00
E0000292,C01246,S000090,product_view,2025-06-17 09:05:00
E0000293,C01246,S000090,add_to_cart,2025-06-17 09:06:00
E0000294,C01996,S000091,page_view,2025-12-27 09:00:00
E0000295,C01996,S000091,product_view,2025-12-27 09:01:00
E0000296,C00417,S000092,page_view,2024-01-19 09:00:00
E0000297,C00417,S000092,product_view,2024-01-19 09:04:00
E0000298,C00417,S000092,add_to_cart,2024-01-19 09:09:00
E0000299,C00417,S000092,checkout,2024-01-19 09:12:00
E0000300,C00417,S000092,purchase,2024-01-19 09:17:00
E0000301,C01626,S000093,page_view,2024-11-28 09:00:00
E0000302,C01626,S000093,product_view,2024-11-28 09:03:00
E0000303,C01626,S000093,add_to_cart,2024-11-28 09:07:00
E0000304,C01626,S000093,checkout,2024-11-28 09:21:00
E0000305,C01626,S000093,purchase,2024-11-28 09:23:00
E0000306,C00027,S000094,page_view,2024-09-05 09:00:00
E0000307,C00027,S000094,product_view,2024-09-05 09:14:00
E0000308,C00027,S000094,add_to_cart,2024-09-05 09:15:00
E0000309,C00027,S000094,checkout,2024-09-05 09:22:00
E0000310,C00027,S000094,purchase,2024-09-05 09:33:00
E0000311,C01365,S000095,page_view,2025-02-26 09:00:00
E0000312,C01365,S000095,product_view,2025-02-26 09:03:00
E0000313,C01882,S000096,page_view,2025-10-27 09:00:00
E0000314,C01882,S000096,product_view,2025-10-27 09:11:00
E0000315,C01344,S000097,page_view,2024-06-16 09:00:00
E0000316,C01344,S000097,product_view,2024-06-16 09:09:00
E0000317,C01344,S000097,add_to_cart,2024-06-16 09:17:00
E0000318,C01924,S000098,page_view,2024-08-02 09:00:00
E0000319,C01924,S000098,product_view,2024-08-02 09:11:00
E0000320,C01924,S000098,add_to_cart,2024-08-02 09:18:00
E0000321,C01924,S000098,checkout,2024-08-02 09:25:00
E0000322,C00359,S000099,page_view,2025-06-03 09:00:00
E0000323,C00359,S000099,product_view,2025-06-03 09:02:00
E0000324,C00359,S000099,add_to_cart,2025-06-03 09:05:00
E0000325,C01056,S000100,page_view,2024-10-13 09:00:00
E0000326,C01056,S000100,product_view,2024-10-13 09:06:00
E0000327,C01056,S000100,add_to_cart,2024-10-13 09:10:00
E0000328,C01056,S000100,checkout,2024-10-13 09:18:00
E0000329,C01360,S000101,page_view,2025-09-07 09:00:00
E0000330,C01360,S000101,product_view,2025-09-07 09:05:00
E0000331,C01360,S000101,add_to_cart,2025-09-07 09:06:00
E0000332,C00707,S000102,page_view,2025-10-10 09:00:00
E0000333,C00707,S000102,product_view,2025-10-10 09:12:00
E0000334,C00412,S000103,page_view,2024-06-08 09:00:00
E0000335,C00412,S000103,product_view,2024-06-08 09:12:00
E0000336,C01412,S000104,page_view,2025-04-03 09:00:00
E0000337,C01412,S000104,product_view,2025-04-03 09:12:00
E0000338,C01412,S000104,add_to_cart,2025-04-03 09:20:00
E0000339,C01412,S000104,checkout,2025-04-03 09:30:00
E0000340,C01412,S000104,purchase,2025-04-03 09:31:00
E0000341,C00512,S000105,page_view,2024-02-25 09:00:00
E0000342,C00512,S000105,product_view,2024-02-25 09:06:00
E0000343,C00512,S000105,add_to_cart,2024-02-25 09:14:00
E0000344,C00512,S000105,checkout,2024-02-25 09:22:00
E0000345,C00512,S000105,purchase,2024-02-25 09:25:00
E0000346,C00311,S000106,page_view,2024-10-17 09:00:00
E0000347,C00311,S000106,product_view,2024-10-17 09:14:00
E0000348,C00311,S000106,add_to_cart,2024-10-17 09:19:00
E0000349,C00729,S000107,page_view,2024-06-12 09:00:00
E0000350,C00729,S000107,product_view,2024-06-12 09:13:00
E0000351,C01030,S000108,page_view,2024-06-22 09:00:00
E0000352,C01030,S000108,product_view,2024-06-22 09:15:00
E0000353,C00248,S000109,page_view,2024-10-10 09:00:00
E0000354,C00248,S000109,product_view,2024-10-10 09:10:00
E0000355,C00248,S000109,add_to_cart,2024-10-10 09:18:00
E0000356,C00820,S000110,page_view,2024-03-27 09:00:00
E0000357,C00820,S000110,product_view,2024-03-27 09:07:00
E0000358,C00820,S000110,add_to_cart,2024-03-27 09:15:00
E0000359,C01848,S000111,page_view,2024-06-19 09:00:00
E0000360,C01848,S000111,product_view,2024-06-19 09:03:00
E0000361,C01848,S000111,add_to_cart,2024-06-19 09:16:00
E0000362,C01848,S000111,checkout,2024-06-19 09:18:00
E0000363,C00551,S000112,page_view,2025-12-26 09:00:00
E0000364,C00551,S000112,product_view,2025-12-26 09:15:00
E0000365,C01756,S000113,page_view,2024-05-14 09:00:00
E0000366,C01756,S000113,product_view,2024-05-14 09:10:00
E0000367,C01595,S000114,page_view,2024-10-30 09:00:00
E0000368,C01595,S000114,product_view,2024-10-30 09:04:00
E0000369,C01595,S000114,add_to_cart,2024-10-30 09:16:00
E0000370,C01595,S000114,checkout,2024-10-30 09:28:00
E0000371,C01595,S000114,purchase,2024-10-30 09:36:00
E0000372,C01769,S000115,page_view,2025-02-08 09:00:00
E0000373,C01769,S000115,product_view,2025-02-08 09:02:00
E0000374,C01769,S000115,add_to_cart,2025-02-08 09:06:00
E0000375,C01769,S000115,checkout,2025-02-08 09:15:00
E0000376,C01769,S000115,purchase,2025-02-08 09:21:00
E0000377,C01960,S000116,page_view,2024-02-04 09:00:00
E0000378,C01960,S000116,product_view,2024-02-04 09:12:00
E0000379,C00753,S000117,page_view,2025-08-31 09:00:00
E0000380,C00753,S000117,product_view,2025-08-31 09:06:00
E0000381,C00753,S000117,add_to_cart,2025-08-31 09:18:00
E0000382,C00427,S000118,page_view,2025-07-31 09:00:00
E0000383,C00427,S000118,product_view,2025-07-31 09:12:00
E0000384,C00427,S000118,add_to_cart,2025-07-31 09:24:00
E0000385,C00427,S000118,checkout,2025-07-31 09:30:00
E0000386,C00427,S000118,purchase,2025-07-31 09:43:00
E0000387,C00032,S000119,page_view,2024-04-29 09:00:00
E0000388,C00032,S000119,product_view,2024-04-29 09:10:00
E0000389,C00942,S000120,page_view,2024-02-01 09:00:00
E0000390,C00942,S000120,product_view,2024-02-01 09:07:00
E0000391,C00942,S000120,add_to_cart,2024-02-01 09:16:00
E0000392,C00071,S000121,page_view,2025-12-23 09:00:00
E0000393,C00071,S000121,product_view,2025-12-23 09:09:00
E0000394,C00071,S000121,add_to_cart,2025-12-23 09:10:00
E0000395,C01370,S000122,page_view,2024-05-23 09:00:00
E0000396,C01370,S000122,product_view,2024-05-23 09:01:00
E0000397,C01299,S000123,page_view,2025-12-30 09:00:00
E0000398,C01299,S000123,product_view,2025-12-30 09:04:00
E0000399,C00137,S000124,page_view,2024-06-10 09:00:00
E0000400,C00137,S000124,product_view,2024-06-10 09:01:00
E0000401,C00137,S000124,add_to_cart,2024-06-10 09:11:00
E0000402,C00137,S000124,checkout,2024-06-10 09:18:00
E0000403,C00137,S000124,purchase,2024-06-10 09:25:00
E0000404,C00036,S000125,page_view,2024-07-23 09:00:00
E0000405,C00036,S000125,product_view,2024-07-23 09:11:00
E0000406,C00036,S000125,add_to_cart,2024-07-23 09:16:00
E0000407,C01835,S000126,page_view,2025-01-19 09:00:00
E0000408,C01835,S000126,product_view,2025-01-19 09:06:00
E0000409,C01835,S000126,add_to_cart,2025-01-19 09:07:00
E0000410,C01835,S000126,checkout,2025-01-19 09:09:00
E0000411,C00831,S000127,page_view,2025-11-06 09:00:00
E0000412,C00831,S000127,product_view,2025-11-06 09:14:00
E0000413,C01766,S000128,page_view,2024-07-17 09:00:00
E0000414,C01766,S000128,product_view,2024-07-17 09:10:00
E0000415,C00534,S000129,page_view,2025-02-04 09:00:00
E0000416,C00534,S000129,product_view,2025-02-04 09:14:00
E0000417,C00804,S000130,page_view,2024-09-14 09:00:00
E0000418,C00804,S000130,product_view,2024-09-14 09:12:00
E0000419,C00804,S000130,add_to_cart,2024-09-14 09:22:00
E0000420,C00872,S000131,page_view,2025-07-16 09:00:00
E0000421,C00872,S000131,product_view,2025-07-16 09:11:00
E0000422,C00872,S000131,add_to_cart,2025-07-16 09:23:00
E0000423,C00872,S000131,checkout,2025-07-16 09:35:00
E0000424,C01983,S000132,page_view,2025-05-29 09:00:00
E0000425,C01983,S000132,product_view,2025-05-29 09:07:00
E0000426,C01983,S000132,add_to_cart,2025-05-29 09:08:00
E0000427,C00194,S000133,page_view,2024-05-19 09:00:00
E0000428,C00194,S000133,product_view,2024-05-19 09:10:00
E0000429,C00194,S000133,add_to_cart,2024-05-19 09:17:00
E0000430,C00558,S000134,page_view,2025-05-22 09:00:00
E0000431,C00558,S000134,product_view,2025-05-22 09:13:00
E0000432,C00558,S000134,add_to_cart,2025-05-22 09:14:00
E0000433,C00106,S000135,page_view,2024-11-09 09:00:00
E0000434,C00106,S000135,product_view,2024-11-09 09:01:00
E0000435,C00251,S000136,page_view,2024-11-19 09:00:00
E0000436,C00251,S000136,product_view,2024-11-19 09:10:00
E0000437,C00251,S000136,add_to_cart,2024-11-19 09:23:00
E0000438,C01877,S000137,page_view,2025-08-16 09:00:00
E0000439,C01877,S000137,product_view,2025-08-16 09:11:00
E0000440,C01877,S000137,add_to_cart,2025-08-16 09:26:00
E0000441,C01038,S000138,page_view,2024-11-23 09:00:00
E0000442,C01038,S000138,product_view,2024-11-23 09:05:00
E0000443,C01038,S000138,add_to_cart,2024-11-23 09:20:00
E0000444,C01038,S000138,checkout,2024-11-23 09:24:00
E0000445,C01038,S000138,purchase,2024-11-23 09:36:00
E0000446,C01543,S000139,page_view,2025-08-09 09:00:00
E0000447,C01543,S000139,product_view,2025-08-09 09:04:00
E0000448,C01543,S000139,add_to_cart,2025-08-09 09:15:00
E0000449,C01543,S000139,checkout,2025-08-09 09:24:00
E0000450,C01177,S000140,page_view,2025-06-27 09:00:00
E0000451,C01177,S000140,product_view,2025-06-27 09:06:00
E0000452,C01177,S000140,add_to_cart,2025-06-27 09:13:00
E0000453,C00224,S000141,page_view,2024-07-24 09:00:00
E0000454,C00224,S000141,product_view,2024-07-24 09:01:00
E0000455,C00224,S000141,add_to_cart,2024-07-24 09:04:00
E0000456,C00224,S000141,checkout,2024-07-24 09:13:00
